Gender,Age,Academic Percentage,Maths Score,Science Score,English Score,Programming Skill,Communication Skill,Logical Thinking,Creativity,Leadership,Interest,Personality Type,Preferred Subject,Career Label
Male,19,65.8,64.4,60.87,82.84,1,9,8,6,7,Arts,Creative,Social Studies,Teacher
Female,16,66.17,72.17,82.15,50.8,5,5,7,4,3,Science,Practical,Mathematics,Civil Engineer
Male,17,87.11,87.62,63.11,48.46,9,9,8,3,6,Science,Investigative,Mathematics,Data Scientist
Male,21,66.49,70.38,55.47,71.24,3,9,2,7,8,Arts,Social,English,Teacher
Female,18,67.04,43.26,59.42,95.35,4,5,7,10,6,Arts,Social,Arts,Graphic Designer
Female,17,72.53,80.95,59.13,46.68,3,3,10,2,2,Science,Practical,Science,Mechanical Engineer
Male,17,74.34,79.55,92.57,47.15,5,5,7,10,6,Science,Analytical,Mathematics,Mechanical Engineer
Male,19,79.37,78.66,74.99,57.47,4,5,6,6,6,Science,Analytical,Mathematics,Civil Engineer
Male,18,71.45,47.24,43.98,80.64,1,9,6,3,8,Medicine,Social,English,Lawyer
Female,18,72.59,75.83,63.65,91.05,1,9,8,3,10,Business,Leadership,Commerce,Lawyer
Male,19,68.48,65.52,43.83,75.65,5,7,6,1,8,Mathematics,Social,Mathematics,Business Analyst
Male,22,71.48,64.85,84.52,85.21,6,1,7,4,3,Science,Investigative,Social Studies,Civil Engineer
Female,19,78.85,70.52,85.32,71.18,2,8,7,5,7,Social Work,Investigative,Arts,Doctor
Male,18,91.86,64.09,78.24,65.63,4,6,6,6,1,Technology,Investigative,Mathematics,Mechanical Engineer
Female,17,77.68,54.4,55.09,75.4,3,9,6,10,3,Business,Social,Social Studies,Teacher
Female,20,92.04,55.54,89.2,84.76,6,9,4,3,4,Medicine,Investigative,Biology,Doctor
Male,16,74.66,57.17,56.97,70.09,3,7,3,5,3,Social Work,Investigative,Social Studies,Psychologist
Male,22,78.14,71.15,52.94,74.02,6,5,7,4,6,Business,Analytical,Mathematics,Business Analyst
Female,21,93.25,59.09,66.93,84.4,1,9,7,4,6,Arts,Investigative,Social Studies,Psychologist
Female,21,91.48,83.46,76.89,60.2,3,7,8,5,3,Social Work,Investigative,Mathematics,Civil Engineer
Male,21,77.76,62.1,79.29,71.08,5,6,7,8,10,Mathematics,Leadership,Commerce,Business Analyst
Female,19,84.84,84.8,82.84,56.18,9,4,9,7,5,Design,Investigative,Mathematics,Software Engineer
Female,16,86.79,78.19,80.68,61.11,9,6,10,8,5,Technology,Analytical,Science,Software Engineer
Male,18,74.83,69.35,90.41,57.42,5,4,6,9,6,Technology,Investigative,Science,Civil Engineer
Male,20,83.36,60.28,100.0,77.23,1,7,5,6,4,Science,Social,Biology,Doctor
Female,16,91.92,42.15,59.25,77.36,3,9,6,6,6,Arts,Creative,English,Teacher
Male,16,75.09,61.97,79.38,63.53,2,7,6,5,9,Mathematics,Analytical,Commerce,Business Analyst
Male,18,82.96,75.3,76.87,74.53,4,9,9,4,4,Arts,Practical,Mathematics,Mechanical Engineer
Female,20,68.52,55.9,70.87,73.9,6,10,5,5,5,Business,Social,English,Teacher
Female,17,79.7,54.13,58.77,83.28,3,9,7,5,8,Arts,Investigative,Commerce,Lawyer
Male,17,69.77,66.82,52.78,72.24,4,10,8,4,7,Arts,Social,English,Lawyer
Female,20,79.09,61.65,68.11,85.8,1,8,6,6,7,Arts,Social,Social Studies,Teacher
Female,19,70.7,51.97,65.67,53.47,1,3,3,10,3,Design,Creative,Computer Science,Graphic Designer
Female,18,68.78,58.96,73.48,63.84,5,10,5,6,6,Medicine,Social,Social Studies,Psychologist
Male,19,84.92,75.88,82.97,87.34,4,10,6,5,8,Business,Analytical,Social Studies,Teacher
Male,18,87.3,82.87,87.3,62.21,9,6,8,8,4,Science,Analytical,Mathematics,Data Scientist
Male,16,82.27,43.45,66.09,76.62,3,8,7,4,5,Arts,Social,Social Studies,Psychologist
Male,16,69.14,39.01,75.63,86.4,4,10,3,10,5,Design,Creative,Arts,Graphic Designer
Male,19,74.44,49.83,54.05,69.79,7,4,4,7,5,Design,Creative,Arts,Graphic Designer
Male,20,69.01,74.73,63.94,58.81,1,5,5,6,9,Science,Practical,Mathematics,Civil Engineer
Male,20,62.8,30.0,60.34,69.62,7,7,2,7,4,Technology,Creative,Computer Science,Graphic Designer
Female,20,73.0,85.04,71.25,59.89,10,1,8,8,5,Mathematics,Creative,Computer Science,Software Engineer
Female,21,86.28,69.56,52.64,59.91,1,7,5,7,7,Medicine,Social,Social Studies,Psychologist
Female,19,74.65,69.31,78.82,65.71,1,10,10,7,7,Social Work,Social,Biology,Teacher
Male,21,87.77,74.86,88.75,76.09,1,9,6,6,3,Mathematics,Investigative,Biology,Doctor
Male,16,88.15,64.69,82.02,65.13,1,7,9,7,6,Medicine,Social,Biology,Doctor
Male,21,91.18,49.41,88.06,54.37,1,6,8,5,10,Social Work,Investigative,Science,Doctor
Male,18,87.07,69.89,82.36,87.23,1,10,5,10,6,Arts,Practical,Social Studies,Psychologist
Male,18,74.78,78.76,65.24,91.53,6,9,7,8,10,Business,Leadership,Mathematics,Business Analyst
Male,17,80.25,84.69,50.52,72.82,2,8,6,3,8,Business,Analytical,Social Studies,Business Analyst
Male,18,90.57,73.53,89.71,73.14,4,8,9,8,9,Technology,Practical,Mathematics,Mechanical Engineer
Male,21,83.81,70.54,73.15,77.5,6,3,9,5,7,Mathematics,Practical,Science,Mechanical Engineer
Male,19,77.52,71.59,70.62,59.75,6,1,10,5,2,Mathematics,Investigative,Mathematics,Mechanical Engineer
Male,16,81.53,82.88,74.84,60.34,5,5,7,4,7,Mathematics,Practical,Social Studies,Civil Engineer
Male,21,84.16,88.63,69.75,78.23,8,7,8,5,7,Business,Analytical,Arts,Business Analyst
Male,22,79.22,91.61,68.11,49.82,5,4,6,5,4,Design,Practical,Mathematics,Mechanical Engineer
Male,20,83.36,47.1,49.95,91.96,2,10,8,3,9,Arts,Leadership,Social Studies,Lawyer
Female,17,79.3,62.44,39.28,68.91,7,6,8,10,3,Design,Creative,Computer Science,Graphic Designer
Male,22,88.34,86.83,68.71,74.89,2,8,8,6,5,Arts,Social,Social Studies,Psychologist
Female,20,74.0,73.45,77.68,79.08,7,4,6,3,10,Technology,Leadership,Mathematics,Business Analyst
Female,19,64.86,69.21,65.06,83.79,1,8,5,1,8,Medicine,Social,Commerce,Lawyer
Female,20,68.62,72.85,77.1,44.42,6,4,8,6,1,Technology,Practical,Science,Mechanical Engineer
Male,18,83.27,82.61,82.76,65.69,9,8,6,9,7,Technology,Leadership,Computer Science,Software Engineer
Female,20,99.0,62.37,69.92,79.65,4,9,7,4,6,Social Work,Social,English,Teacher
Male,21,65.94,85.68,68.19,69.7,5,7,6,2,6,Business,Social,Commerce,Business Analyst
Male,22,82.56,69.74,80.15,72.66,6,6,5,6,6,Science,Analytical,Biology,Doctor
Female,17,69.37,68.2,64.89,93.46,7,9,7,4,7,Business,Social,Commerce,Business Analyst
Female,22,70.09,74.31,76.56,53.6,3,4,8,7,7,Mathematics,Practical,Social Studies,Civil Engineer
Female,18,67.09,76.28,85.85,51.28,1,4,6,5,9,Science,Investigative,Science,Mechanical Engineer
Female,22,68.89,78.23,58.82,74.08,4,5,7,5,8,Business,Analytical,Mathematics,Business Analyst
Female,21,87.38,82.6,65.15,70.11,2,9,6,9,3,Social Work,Social,Arts,Teacher
Female,21,74.19,91.5,72.38,90.42,6,5,8,6,1,Mathematics,Investigative,Science,Data Scientist
Male,19,74.55,84.7,66.34,70.43,6,7,8,8,7,Business,Leadership,Mathematics,Business Analyst
Female,19,77.49,83.57,72.47,77.75,9,3,9,7,5,Science,Analytical,Computer Science,Data Scientist
Male,20,70.91,86.41,37.1,71.21,3,6,9,10,5,Design,Investigative,Arts,Graphic Designer
Female,20,86.03,67.5,57.47,79.26,2,10,5,6,10,Arts,Investigative,Social Studies,Lawyer
Female,16,82.08,88.06,80.71,60.09,7,6,7,6,5,Design,Analytical,Mathematics,Software Engineer
Male,20,83.88,61.4,58.55,87.37,1,9,7,4,6,Technology,Practical,English,Lawyer
Male,19,70.6,79.58,59.94,59.03,8,6,7,5,6,Science,Analytical,Mathematics,Mechanical Engineer
Female,22,70.91,77.31,86.34,58.34,4,4,8,6,5,Science,Practical,Mathematics,Mechanical Engineer
Male,16,74.73,82.66,68.47,45.0,1,8,7,5,4,Medicine,Practical,Mathematics,Civil Engineer
Male,17,82.57,38.78,77.36,76.27,5,9,6,3,2,Arts,Investigative,Social Studies,Psychologist
Female,21,76.68,61.27,85.91,63.41,4,6,6,1,5,Medicine,Creative,Science,Doctor
Male,19,69.3,85.42,71.22,79.4,8,5,10,5,3,Technology,Analytical,Biology,Software Engineer
Female,17,68.65,73.01,72.26,53.91,4,6,7,6,5,Mathematics,Investigative,Mathematics,Mechanical Engineer
Male,22,91.32,68.52,86.41,81.94,8,6,6,4,3,Medicine,Social,Biology,Doctor
Female,21,63.25,49.81,82.38,77.01,3,9,5,9,4,Medicine,Investigative,Social Studies,Psychologist
Male,19,88.25,42.72,68.76,73.7,1,10,6,5,5,Social Work,Creative,Social Studies,Teacher
Male,22,78.02,94.03,88.74,57.69,6,4,10,8,5,Science,Practical,Computer Science,Mechanical Engineer
Male,21,79.6,65.99,64.98,87.83,1,8,7,9,1,Social Work,Investigative,Biology,Psychologist
Male,17,85.28,78.15,62.44,63.67,2,7,8,8,8,Science,Analytical,Mathematics,Civil Engineer
Female,22,86.72,73.24,74.87,42.83,10,1,4,6,5,Mathematics,Creative,Science,Software Engineer
Male,18,70.78,66.36,79.14,69.92,1,10,4,5,3,Medicine,Social,Biology,Psychologist
Male,19,84.01,85.34,85.94,64.6,8,3,9,7,6,Technology,Analytical,Mathematics,Data Scientist
Male,17,82.35,61.12,73.44,49.82,4,5,9,2,7,Mathematics,Analytical,English,Civil Engineer
Male,17,80.97,81.21,55.79,77.52,7,10,7,5,10,Business,Analytical,Commerce,Business Analyst
Male,22,78.15,52.94,62.06,72.8,4,9,5,6,4,Arts,Leadership,English,Teacher
Female,22,71.37,72.5,84.79,36.29,2,7,7,3,7,Technology,Practical,Science,Civil Engineer
Female,21,68.99,78.35,80.88,72.81,6,10,8,6,6,Mathematics,Practical,Mathematics,Mechanical Engineer
Female,20,84.65,88.5,68.69,69.42,8,6,10,5,7,Mathematics,Investigative,Computer Science,Data Scientist
Male,17,83.45,89.43,76.52,52.11,8,8,10,6,5,Design,Creative,Commerce,Software Engineer
Female,16,79.26,46.4,53.47,76.97,6,7,2,9,10,Arts,Social,English,Psychologist
Male,22,84.44,62.83,48.48,83.94,2,8,7,4,8,Arts,Investigative,Commerce,Lawyer
Female,22,79.65,87.44,46.56,79.69,4,6,6,6,9,Business,Analytical,Mathematics,Business Analyst
Male,17,72.48,88.18,66.83,81.74,9,5,6,9,5,Design,Creative,Science,Software Engineer
Female,20,94.18,91.29,76.05,64.91,8,9,9,9,7,Mathematics,Analytical,Computer Science,Data Scientist
Male,19,79.54,90.56,65.99,67.41,7,2,10,3,4,Science,Leadership,Science,Data Scientist
Male,18,73.43,62.4,67.52,74.16,1,10,10,5,5,Social Work,Investigative,Social Studies,Psychologist
Female,21,91.42,64.82,80.02,68.22,5,7,7,9,6,Science,Investigative,Science,Doctor
Female,18,74.74,70.71,80.86,72.48,3,7,5,5,9,Business,Leadership,Social Studies,Business Analyst
Male,21,62.24,48.42,67.86,76.83,1,10,7,8,7,Arts,Leadership,Social Studies,Lawyer
Male,17,71.11,98.97,67.27,83.34,8,1,7,4,2,Social Work,Analytical,Science,Software Engineer
Female,19,88.96,76.01,76.19,47.93,8,5,10,4,3,Design,Analytical,Computer Science,Software Engineer
Female,21,89.63,63.01,92.06,68.58,1,5,8,8,6,Medicine,Social,Biology,Doctor
Female,18,83.3,55.4,91.72,61.55,1,6,7,7,9,Medicine,Social,Science,Doctor
Female,21,72.19,57.75,57.37,82.4,6,8,6,8,6,Arts,Social,Biology,Psychologist
Female,21,74.53,86.48,64.41,71.69,8,9,9,5,4,Design,Analytical,Science,Software Engineer
Female,22,62.86,37.43,58.48,72.22,1,9,1,10,8,Arts,Creative,English,Graphic Designer
Female,21,76.91,52.63,74.75,81.04,4,9,10,8,9,Arts,Social,Commerce,Teacher
Male,16,70.8,64.98,75.5,79.58,2,7,8,6,3,Social Work,Investigative,Social Studies,Psychologist
Female,22,73.39,56.51,75.98,71.88,2,7,6,7,9,Medicine,Practical,Biology,Psychologist
Female,16,61.57,84.89,56.58,52.61,7,3,6,5,5,Technology,Practical,Mathematics,Mechanical Engineer
Male,16,92.62,74.78,87.07,72.93,1,8,7,4,7,Social Work,Analytical,Science,Doctor
Female,19,79.74,82.49,81.76,64.41,5,1,7,9,5,Mathematics,Practical,English,Mechanical Engineer
Male,22,60.4,30.0,60.66,61.12,3,7,3,9,3,Design,Creative,Arts,Graphic Designer
Male,18,87.87,82.18,92.05,83.47,4,8,9,6,8,Medicine,Analytical,Biology,Doctor
Male,17,66.66,30.0,56.05,93.23,3,6,3,8,4,Arts,Practical,English,Graphic Designer
Male,17,81.04,91.06,68.0,85.48,7,6,5,4,8,Mathematics,Analytical,Mathematics,Business Analyst
Female,20,90.75,74.08,92.0,66.2,4,8,8,3,6,Medicine,Analytical,Biology,Doctor
Female,20,84.58,73.25,71.65,87.97,2,10,5,7,6,Arts,Social,Arts,Teacher
Male,18,73.0,85.45,73.49,73.64,7,4,7,1,3,Technology,Practical,Science,Mechanical Engineer
Female,19,64.89,71.89,62.14,60.22,1,2,7,5,4,Mathematics,Investigative,Mathematics,Civil Engineer
Male,21,85.29,72.8,78.59,52.65,9,8,10,7,4,Technology,Investigative,Mathematics,Data Scientist
Female,19,64.8,64.86,77.69,83.84,7,8,8,8,6,Social Work,Social,English,Teacher
Male,19,90.21,53.29,79.14,86.54,5,5,10,5,1,Social Work,Social,English,Psychologist
Male,22,92.18,84.75,95.13,67.57,8,3,8,4,5,Science,Creative,Computer Science,Software Engineer
Male,17,70.68,65.24,53.73,67.32,7,7,8,9,3,Social Work,Creative,Commerce,Graphic Designer
Male,19,62.17,43.84,50.13,51.46,7,6,3,10,3,Design,Creative,English,Graphic Designer
Male,19,74.41,74.03,46.75,69.8,6,8,6,5,8,Technology,Leadership,Social Studies,Business Analyst
Female,16,66.87,62.68,85.12,73.87,2,8,3,7,2,Arts,Social,Social Studies,Psychologist
Female,18,79.24,69.56,50.03,60.55,4,4,5,10,5,Design,Creative,Computer Science,Graphic Designer
Male,19,77.2,87.03,62.21,52.73,6,7,7,7,8,Technology,Leadership,Commerce,Business Analyst
Male,19,86.92,72.2,75.41,73.04,1,8,5,5,7,Social Work,Creative,Social Studies,Teacher
Female,16,71.23,60.46,53.68,62.9,5,8,1,8,10,Arts,Practical,Computer Science,Graphic Designer
Male,16,73.39,51.14,57.06,64.12,4,4,3,9,3,Design,Social,Computer Science,Graphic Designer
Male,19,73.96,38.82,65.39,75.22,5,8,5,7,4,Medicine,Investigative,Social Studies,Psychologist
Female,16,57.97,53.68,35.38,83.56,6,5,6,9,4,Arts,Creative,Biology,Graphic Designer
Female,19,75.99,92.26,75.42,55.2,4,7,9,8,6,Science,Practical,Mathematics,Mechanical Engineer
Male,17,76.49,64.4,64.35,100.0,1,8,7,3,7,Business,Investigative,Commerce,Lawyer
Male,20,81.82,73.01,46.43,73.84,3,6,7,5,8,Technology,Analytical,Mathematics,Business Analyst
Male,20,81.29,62.65,68.91,73.61,3,10,9,7,9,Arts,Leadership,Arts,Teacher
Male,17,71.9,83.69,71.92,68.36,7,3,8,4,5,Mathematics,Analytical,Computer Science,Data Scientist
Female,16,72.39,62.83,48.57,78.71,8,7,9,5,6,Technology,Analytical,Mathematics,Business Analyst
Male,20,86.74,65.85,81.71,66.99,3,7,5,7,4,Medicine,Investigative,Science,Doctor
Female,19,69.77,89.48,71.8,69.76,8,4,7,6,6,Technology,Analytical,Mathematics,Software Engineer
Male,19,86.51,55.23,87.95,73.34,4,8,9,3,6,Medicine,Investigative,Science,Doctor
Male,22,86.5,72.85,53.33,87.57,1,9,4,5,6,Medicine,Leadership,Commerce,Lawyer
Male,19,80.48,64.53,89.6,62.87,5,6,6,8,7,Medicine,Investigative,Science,Doctor
Male,17,80.75,74.22,88.54,53.38,2,7,7,6,8,Arts,Analytical,Biology,Doctor
Male,21,68.21,57.21,62.35,74.41,5,7,5,8,4,Arts,Social,Commerce,Teacher
Male,17,79.56,66.93,64.17,75.65,4,8,5,7,8,Arts,Social,English,Teacher
Female,18,83.36,73.79,66.05,62.52,5,10,8,5,8,Business,Leadership,Social Studies,Business Analyst
Male,22,62.73,60.82,64.36,84.65,5,5,5,8,6,Arts,Creative,English,Graphic Designer
Female,18,59.52,68.17,73.16,67.96,7,7,7,2,6,Mathematics,Social,Social Studies,Business Analyst
Male,16,79.41,83.06,63.72,76.53,5,9,7,8,6,Arts,Leadership,Social Studies,Teacher
Female,16,81.3,71.45,74.5,42.07,6,6,7,5,4,Mathematics,Practical,Mathematics,Mechanical Engineer
Male,16,62.21,41.99,62.35,76.22,6,6,4,8,8,Design,Creative,Arts,Graphic Designer
Male,21,73.22,81.61,70.34,66.71,6,8,8,2,2,Science,Practical,Arts,Mechanical Engineer
Female,19,77.89,50.18,65.89,70.7,1,7,5,3,6,Social Work,Creative,English,Psychologist
Male,16,92.05,77.22,82.72,78.79,1,8,6,6,9,Medicine,Social,Biology,Doctor
Male,18,70.91,80.33,81.46,59.1,3,7,10,9,1,Science,Practical,Science,Mechanical Engineer
Female,21,90.09,98.51,65.13,74.55,7,3,10,5,5,Science,Investigative,Computer Science,Data Scientist
Female,19,72.02,96.88,76.73,70.47,9,9,8,9,4,Design,Investigative,Computer Science,Software Engineer
Male,17,92.3,64.78,98.21,69.86,3,7,6,8,4,Medicine,Investigative,Biology,Doctor
Male,16,87.58,93.65,90.24,59.42,8,3,9,6,6,Science,Practical,Mathematics,Data Scientist
Male,22,88.13,74.86,78.2,56.67,7,6,9,4,7,Mathematics,Leadership,Science,Mechanical Engineer
Female,22,89.4,58.87,84.53,61.84,4,7,10,5,6,Medicine,Investigative,Biology,Doctor
Male,22,61.59,72.98,51.82,82.68,5,6,5,4,10,Business,Social,Social Studies,Business Analyst
Male,20,81.56,87.57,72.5,58.01,3,5,9,6,8,Science,Practical,Science,Mechanical Engineer
Female,22,65.87,72.32,64.69,65.57,8,3,10,6,2,Technology,Practical,Mathematics,Mechanical Engineer
Male,22,83.48,65.64,76.28,76.18,3,6,7,9,8,Technology,Analytical,Commerce,Business Analyst
Male,17,95.15,86.01,68.82,81.99,9,3,9,6,5,Science,Investigative,Computer Science,Software Engineer
Male,18,74.91,84.55,73.98,50.69,10,3,7,6,6,Design,Creative,Computer Science,Software Engineer
Female,22,70.2,55.16,83.27,77.6,1,3,2,7,4,Design,Creative,Science,Graphic Designer
Female,17,82.37,84.42,66.6,54.42,7,4,9,6,6,Technology,Analytical,Computer Science,Software Engineer
Female,18,76.99,86.81,88.62,62.87,9,6,8,10,5,Technology,Analytical,Computer Science,Software Engineer
Female,22,83.09,83.79,69.34,54.89,7,4,9,7,6,Mathematics,Analytical,Mathematics,Data Scientist
Male,18,84.78,62.53,73.47,91.31,1,10,8,9,1,Medicine,Creative,English,Teacher
Male,21,99.0,51.31,89.61,70.37,4,8,6,5,9,Science,Analytical,Biology,Doctor
Female,21,80.25,54.42,68.91,71.28,2,5,10,7,4,Social Work,Creative,Social Studies,Teacher
Female,20,92.63,85.06,79.01,65.07,4,8,7,2,4,Technology,Practical,Computer Science,Mechanical Engineer
Female,22,69.27,76.97,71.95,80.11,3,8,2,6,8,Design,Leadership,English,Teacher
Female,16,82.08,77.7,69.9,75.25,5,10,6,4,2,Medicine,Leadership,Arts,Teacher
Male,22,81.74,93.35,74.41,56.06,5,4,9,4,5,Technology,Practical,Mathematics,Mechanical Engineer
Female,16,80.15,90.48,72.92,71.24,9,6,10,10,7,Mathematics,Analytical,Computer Science,Software Engineer
Female,20,81.61,86.95,69.2,68.57,9,6,9,4,4,Design,Practical,Mathematics,Data Scientist
Female,16,82.72,86.34,64.74,60.8,9,3,8,3,2,Technology,Creative,Computer Science,Software Engineer
Male,19,78.43,88.56,76.65,53.37,6,5,9,6,8,Business,Analytical,Computer Science,Data Scientist
Female,20,76.05,42.02,54.81,73.22,2,10,5,7,5,Medicine,Investigative,Social Studies,Psychologist
Female,22,82.62,93.66,58.76,58.79,7,8,8,5,5,Science,Creative,Computer Science,Software Engineer
Female,22,75.32,86.27,73.09,51.93,8,2,5,4,2,Medicine,Practical,Mathematics,Mechanical Engineer
Male,22,81.09,68.49,71.3,79.48,1,6,3,4,5,Medicine,Social,Social Studies,Psychologist
Male,16,87.04,85.55,68.41,61.48,7,3,7,5,4,Technology,Practical,Computer Science,Data Scientist
Male,18,82.73,69.21,90.38,61.71,5,2,9,8,7,Technology,Analytical,Science,Mechanical Engineer
Male,19,77.95,98.93,84.12,67.33,8,7,8,4,5,Technology,Practical,Biology,Mechanical Engineer
Female,19,70.24,74.93,62.45,77.57,1,9,8,6,4,Arts,Social,English,Psychologist
Female,16,68.99,74.7,90.35,59.03,4,3,9,3,4,Science,Creative,Mathematics,Civil Engineer
Female,16,76.92,51.09,64.07,76.12,2,4,3,8,7,Design,Creative,Arts,Graphic Designer
Female,22,66.11,83.17,76.57,53.14,5,4,9,3,5,Science,Practical,Mathematics,Civil Engineer
Female,20,79.02,63.88,73.85,75.24,5,9,5,5,3,Social Work,Investigative,Biology,Psychologist
Male,18,76.67,54.87,81.83,61.59,1,5,9,1,6,Medicine,Investigative,English,Doctor
Female,22,76.64,68.24,53.13,69.13,6,9,8,8,5,Arts,Creative,Arts,Graphic Designer
Female,16,57.57,46.48,60.96,79.09,6,6,5,9,6,Technology,Practical,Arts,Graphic Designer
Female,18,87.84,48.94,66.45,93.44,4,7,6,5,8,Social Work,Leadership,English,Lawyer
Female,22,72.12,74.23,92.11,64.95,10,4,8,2,4,Technology,Analytical,Computer Science,Data Scientist
Female,16,85.91,39.66,46.04,100.0,2,10,9,2,5,Social Work,Investigative,Commerce,Lawyer
Female,16,62.9,68.82,77.4,51.67,3,10,5,2,5,Mathematics,Practical,Science,Civil Engineer
Female,17,61.61,69.01,72.94,73.62,9,8,3,7,6,Mathematics,Leadership,Commerce,Business Analyst
Female,19,77.07,89.43,64.1,69.89,9,3,10,8,3,Technology,Analytical,Computer Science,Software Engineer
Male,19,87.18,70.19,53.59,78.59,2,8,10,7,6,Arts,Leadership,English,Lawyer
Female,16,52.04,74.96,53.2,84.81,4,9,8,7,7,Social Work,Social,English,Teacher
Male,18,63.27,61.21,43.54,72.65,4,9,3,7,6,Medicine,Social,English,Teacher
Female,16,92.99,47.05,98.94,87.38,3,6,8,5,6,Medicine,Social,Science,Doctor
Female,21,81.53,54.86,52.3,86.53,2,8,7,5,6,Business,Leadership,Commerce,Lawyer
Male,22,82.81,74.22,94.22,72.17,1,6,4,4,7,Medicine,Social,Biology,Doctor
Male,17,81.17,59.11,73.86,60.94,9,2,10,9,2,Technology,Practical,Science,Software Engineer
Female,18,84.13,72.58,95.18,75.97,1,6,7,3,9,Medicine,Social,English,Doctor
Male,20,58.78,92.35,74.24,68.06,10,6,7,3,6,Science,Analytical,Mathematics,Software Engineer
Male,16,71.52,76.45,83.72,58.57,5,5,5,2,6,Science,Practical,Science,Civil Engineer
Male,20,83.33,75.18,64.11,78.19,6,7,7,8,8,Business,Leadership,Commerce,Business Analyst
Male,20,92.34,62.14,81.38,75.51,1,5,9,3,1,Medicine,Investigative,Biology,Doctor
Male,16,86.36,90.11,70.88,55.59,9,5,10,5,5,Technology,Investigative,Mathematics,Data Scientist
Male,18,82.84,74.9,73.69,78.65,1,10,9,6,5,Social Work,Social,Social Studies,Lawyer
Female,20,84.36,58.82,86.09,57.8,5,8,7,4,8,Medicine,Practical,Biology,Doctor
Female,17,71.26,80.94,71.35,63.22,5,10,10,8,6,Science,Practical,Science,Mechanical Engineer
Male,19,78.36,76.39,61.93,57.82,4,5,8,6,6,Technology,Practical,Science,Mechanical Engineer
Male,16,84.91,74.0,85.68,64.45,2,9,6,6,10,Medicine,Investigative,Science,Doctor
Female,18,79.48,66.42,45.13,76.54,1,10,6,3,6,Arts,Investigative,English,Lawyer
Male,17,71.87,86.93,86.23,70.84,9,5,9,4,4,Science,Analytical,Science,Data Scientist
Female,17,82.61,89.91,59.61,67.57,8,5,10,5,4,Mathematics,Investigative,Science,Data Scientist
Female,18,80.95,64.58,87.58,76.88,4,9,5,6,5,Medicine,Investigative,English,Doctor
Male,18,67.24,76.6,69.45,70.54,7,9,6,4,8,Medicine,Social,Arts,Teacher
Male,19,82.29,74.65,66.66,65.81,2,5,7,8,4,Mathematics,Analytical,English,Mechanical Engineer
Male,22,82.86,90.63,82.59,67.55,3,7,7,2,8,Science,Analytical,Science,Civil Engineer
Female,22,71.19,45.78,70.75,72.35,1,9,7,5,4,Arts,Creative,English,Psychologist
Male,20,79.76,73.85,68.38,62.31,3,7,6,6,9,Mathematics,Social,Commerce,Business Analyst
Female,19,73.09,66.69,62.99,76.14,3,5,5,9,10,Business,Leadership,Commerce,Business Analyst
Male,22,76.24,71.85,80.46,68.13,7,5,7,6,7,Science,Leadership,Commerce,Business Analyst
Female,19,79.38,50.68,60.3,66.15,1,10,6,3,5,Medicine,Investigative,Biology,Psychologist
Female,22,79.92,78.87,82.51,70.08,4,8,9,4,3,Social Work,Creative,English,Psychologist
Male,18,66.04,76.67,85.32,57.14,6,6,8,5,5,Technology,Analytical,Science,Civil Engineer
Female,21,88.45,70.06,82.23,56.77,6,8,7,8,9,Mathematics,Practical,Computer Science,Mechanical Engineer
Male,20,70.82,72.04,70.2,68.38,1,9,8,2,5,Arts,Leadership,English,Lawyer
Male,17,75.51,80.61,79.9,70.63,8,3,9,2,7,Mathematics,Practical,Computer Science,Mechanical Engineer
Male,20,77.84,60.35,71.0,74.36,5,10,5,8,5,Arts,Social,English,Teacher
Female,21,82.22,90.51,81.37,59.01,4,5,7,4,3,Science,Practical,Mathematics,Civil Engineer
Male,21,57.09,77.26,75.38,70.57,3,9,7,4,5,Arts,Creative,Social Studies,Psychologist
Male,21,78.42,68.84,56.12,63.32,2,6,8,5,7,Business,Social,Commerce,Business Analyst
Male,22,88.16,84.56,79.19,76.39,10,3,7,5,3,Mathematics,Analytical,Computer Science,Software Engineer
Male,18,86.57,81.31,43.59,73.66,3,7,6,9,10,Business,Leadership,Social Studies,Business Analyst
Female,16,86.44,50.01,88.07,78.01,5,6,10,8,6,Medicine,Investigative,English,Doctor
Female,16,84.13,80.55,77.78,51.02,8,5,8,3,8,Science,Practical,Mathematics,Mechanical Engineer
Female,21,83.58,81.22,73.89,55.22,4,4,8,5,9,Mathematics,Analytical,Science,Civil Engineer
Female,19,73.39,47.98,44.63,85.13,1,9,6,8,10,Business,Investigative,Social Studies,Lawyer
Male,18,78.97,71.22,70.68,68.59,10,6,6,7,8,Technology,Creative,Mathematics,Software Engineer
Female,16,90.67,92.28,51.37,79.45,1,7,6,6,9,Business,Leadership,English,Teacher
Male,21,73.22,83.51,74.61,50.21,3,6,9,6,9,Mathematics,Practical,Science,Mechanical Engineer
Male,19,62.39,85.98,58.84,75.05,5,8,8,6,8,Business,Leadership,Commerce,Business Analyst
Female,21,83.62,86.7,78.65,77.13,7,7,6,3,6,Business,Leadership,Computer Science,Business Analyst
Female,22,67.03,45.33,61.31,65.56,3,7,7,5,1,Arts,Social,Social Studies,Psychologist
Male,20,80.03,56.02,54.81,83.54,1,9,7,3,9,Business,Social,English,Lawyer
Male,22,58.45,58.75,33.65,66.74,8,6,8,8,4,Design,Creative,English,Graphic Designer
